Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Carr, Christopher; Ritter, Ralf; Wade, Christopher; Adams, Charles S; Weatherill, Kevin J; ",Cooperative non-equilibrium phase transition in a dilute Rydberg ensemble,arXiv preprint arXiv:1302.6621,,,,2013,
"HINDS, EA; HALL, BV; JONES, MPA; LAU, DC; RETTER, J; SAUER, BE; VALE, CJ; FURUSAWA, K; KAZANSKY, PG; RICHARDSON, DJ; ","MIRRORS, WAVEGUIDES AND INTEGRATED CIRCUITS","Proceedings of the 6th Symposium on Frequency Standards and Metrology: BUniversity of St Andrews, Fife, Scotland, 9-14 September 2001",,,281,2002,World Scientific
"Omand, David; Herman, Michael; Gill, Peter; Phythian, Mark; Jones, Matthew; Aldrich, Richard J; O'Halpin, Eunan; Bennett, Gill; Scott, Len; ",Learning from the Secret Past: Cases in British Intelligence History,,,,,2011,Georgetown University Press
"Cvitaš, Marko T; Soldán, Pavel; Hutson, Jeremy M; Honvault, Pascal; Launay, Jean-Michel; ",Ultracold L i+ L i 2 Collisions: Bosonic and Fermionic Cases,Physical review letters,94,3,033201,2005,APS
"Janssen, Liesbeth MC; Żuchowski, Piotr S; van der Avoird, Ad; Groenenboom, Gerrit C; Hutson, Jeremy M; ",Cold and ultracold NH-NH collisions in magnetic fields,Physical Review A,83,2,022713,2011,APS
"Köppinger, Michael P; McCarron, Daniel J; Jenkin, Daniel L; Molony, Peter K; Cho, Hung-Wen; Cornish, Simon L; Le Sueur, C Ruth; Blackley, Caroline L; Hutson, Jeremy M; ",Production of optically trapped RbCs 87 Feshbach molecules,Physical Review A,89,3,033604,2014,APS
"McCarron, Daniel J; Hughes, Ifan G; Tierney, Patrick; Cornish, Simon L; ",A heated vapor cell unit for DAVLL in atomic rubidium,arXiv preprint arXiv:0711.0911,,,,2007,
"Flower, DR; ",Book-Review-Planetary Nebulae,"Journal of the British Astronomical Association, Vol. 94, Issue 1, p. 41, 1983",94,,41,1983,
"Gregory, PD; Molony, PK; Köppinger, MP; Kumar, A; Ji, Z; Lu, B; Marchant, AL; Cornish, SL; ","A simple, versatile laser system for the creation of ultracold ground state molecules",New Journal of Physics,17,5,055006,2015,IOP Publishing
"Flower, DR; ","Physics Department, The University, Durham DH1 3LE, UK",Diffuse Matter in Galaxies: Cargèse 1982,110,,239,2012,Springer Science & Business Media
"Byron Jr, FW; Joachain, CJ; Potvliege, R; ",Unitarized eikonal-Born series method for fast electron-atom collisions,Physics of electronic and atomic collisions,,,,1981,
"Potvliege, RM; Vučić, Svetlana; ",Stark-shift induced resonances in multiphoton ionization,Physica Scripta,74,4,C55,2006,IOP Publishing
"des Forêts, G Pineau; Flower, DR; Chièze, J-P; ",Dynamical mixing of interstellar clouds: the effects of adsorption on to grains,Monthly Notices of the Royal Astronomical Society,256,2,247-251,1992,The Royal Astronomical Society
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Search for beyond the standard model Higgs bosons decaying into abb¯ $$\mathrm {b}\overline {\mathrm {b}} $$ pair in pp collisions at s= 13$$\sqrt {s}= 13$$ TeV,Journal of High Energy Physics,2018,8,1-43,2018,Springer
"Siddons, Paul; Adams, Charles S; Hughes, Ifan G; ",The Far Off-resonant Faraday Effect in a Slow-light Medium: a Gigahertz Bandwidth Probe,Slow and Fast Light,,,STuB3,2009,Optica Publishing Group
"Potvliege, RM; Shakeshaft, Robin; ",Multiphoton processes in an intense laser field. II. Partial rates and angular distributions for ionization of atomic hydrogen at 532 nm,Physical Review A,41,3,1609,1990,APS
"Davies, HJ; Szymaniec, K; Adams, CS; ",Continuous evaporative loading of an atom trap using an optically guided atomic fountain,"Technical Digest. Summaries of Papers Presented at the International Quantum Electronics Conference. Conference Edition. 1998 Technical Digest Series, Vol. 7 (IEEE Cat. No. 98CH36236)",,,118-119,1998,IEEE
"Cornish, Simon L; Claussen, Neil R; Roberts, Jacob L; Cornell, Eric A; Wieman, Carl E; ",Stable 85 Rb Bose-Einstein condensates with widely tunable interactions,Physical Review Letters,85,9,1795,2000,APS
"Taieb, Richard; Veniard, Valerie; Maquet, Alfred; Vucic, S; Potvliege, RM; ","Light polarization effects in laser-assisted (e, 2e) collisions: a Sturmian approach","Journal of Physics B: Atomic, Molecular and Optical Physics",24,14,3229,1991,IOP Publishing
"Pineau des Forêts, G; Flower, DR; Hartquist, TW; Dalgarno, A; ",Theoretical studies of interstellar shocks,Mon. Not. R. astr. Soc,220,,801,1986,
"Harris, ML; Adams, CS; Cornish, SL; McLeod, IC; Tarleton, E; Hughes, IG; ",Polarization spectroscopy in rubidium and cesium,Physical Review A,73,6,062509,2006,APS
"Köppinger, MP; McCarron, DJ; Molony, PK; Blackley, CL; Le-Sueur, CR; Hutson, JM; Cornish, SL; ",Creation of ultracold Cs,,,,,,
"Potvliege, RM; ",STRFLO: A program for time-independent calculations of multiphoton processes in one-electron atomic systems I. Quasienergy spectra and angular distributions,Computer physics communications,114,1-3,42-93,1998,Elsevier
"Downes, Lucy A; MacKellar, Andrew R; Adams, Charles S; Weatherill, Kevin J; ",High-speed THz imaging for production line monitoring,"2019 44th International Conference on Infrared, Millimeter, and Terahertz Waves (IRMMW-THz)",,,1-2,2019,IEEE
"Hutson, Jeremy M; ",Vibrational dependence of the anisotropic intermolecular potential of Ar–HF,The Journal of chemical physics,96,9,6752-6767,1992,American Institute of Physics
"Lewandowski, Heather; Parazzoli, L Paul; Fitch, Noah; Zuchowski, Piotr; Hutson, Jeremy; ",Large Effects of Electric Fields on Atom-Molecule Collisions at Millikelvin Temperatures,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",42,,OPK. 10,2011,
"Grayce, Beverly B; Skodje, Rex T; Hutson, Jeremy M; ",Physical origin of oscillations in the three‐dimensional collision amplitudes of heavy–light–heavy systems. Semiclassical quantization of chaotic scattering,The Journal of chemical physics,98,5,3929-3944,1993,American Institute of Physics
"Weatherill, Kevin; Vredenbregt, Edgar; ",The next coolest thing,Physics World,25,08,28,2012,IOP Publishing
"Gregory, Philip D; Blackmore, Jacob A; Aldegunde, Jesus; Hutson, Jeremy M; Cornish, Simon L; ",ac Stark effect in ultracold polar (RbCs)-Rb-87-Cs-133 molecules,PHYSICAL REVIEW A,96,2,,2017,"AMER PHYSICAL SOC ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA"
"Guttridge, Alexander; Frye, Matthew D; Yang, BC; Hutson, Jeremy M; Cornish, Simon L; ",Two-photon photoassociation spectroscopy of CsYb: Ground-state interaction potential and interspecies scattering lengths,Physical Review A,98,2,022707,2018,APS
"Flower, DR; Roueff, E; ",Vibrational relaxation in HH {sub 2} collisions,"Journal of Physics. B, Atomic, Molecular and Optical Physics",31,,,1998,
"Cornish, Simon L; ",Towards ultracold ground state RbCs molecules,Fundamental Science and Applications of Ultra-cold Polar Molecules,,,48,2013,
"Jones, MPA; ",Atom-light interactions,"Archived lecture notes, Durham University",,,,2015,
"Freytag, R; Petersen, M; Hinds, EA; Tarbutt, M; Butler, K; Kemp, S; Hopkins, SA; Brue, DA; Hutson, JM; Cornish, SL; ",Towards a quantum gas of polar YbCs molecules,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2013,,Q1. 040,2013,
"Potvliege, RM; Shakeshaft, Robin; ",Multiphoton processes in intense laser fields,"Fundamentals of Laser Interactions II: Proceedings of the Fourth Meeting on Laser Phenomena Held at the Bundessportheim in Obergurgl, Austria 26 February–4 March 1989",,,49-64,2005,Springer
"Flower, DR; Nussbaumer, H; Schild, H; ",The EUV spectra of young planetary nebulae,"Astronomy and Astrophysics, vol. 72, no. 1-2, Feb. 1979, p. L1-L3. Research supported by the Swiss National Science Foundation.",72,,L1-L3,1979,
"Gregory, Phil; Blackmore, Jacob; Bromley, Sarah; Frye, Matthew; Hutson, Jeremy; Cornish, Simon; ",Collisions of ultracold RbCs molecules,APS March Meeting Abstracts,2021,,L26. 001,2021,
"Beswick, Benjamin T; Hughes, Ifan G; Gardiner, Simon A; ",Lattice-depth measurement using continuous grating atom diffraction,Physical Review A,100,6,063629,2019,APS
"Caron, CFR; Potvliege, RM; ",Bessel-modulated Gaussian beams with quadratic radial dependence,Optics communications,164,1-3,83-93,1999,Elsevier
"Lara, Manuel; Bohn, John L; Potter, Daniel E; Soldan, Pavel; Hutson, Jeremy M; ",Prospects for sympathetic cooling of OH in a cold Rb enviroment.,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",37,,O1. 019,2006,
"Raghuram, Adarsh P; Mortlock, Jonathan M; Bromley, Sarah L; Cornish, Simon L; ",A motorized rotation mount for fast and reproducible optical polarization control,arXiv preprint arXiv:2212.11600,,,,2022,
"Flower, D; Launay, Jean-Michel; ",Rate coeﬀicients for the rotational excitation of CO by ortho-and para-H2,,,,,,
"Blackmore, Jacob A; Sawant, Rahul; Gregory, Philip D; Bromley, Sarah L; Aldegunde, Jesús; Hutson, Jeremy M; Cornish, Simon L; ",Controlling the ac Stark effect of RbCs with dc electric and magnetic fields,Physical Review A,102,5,053316,2020,APS
"Roberts, JL; Claussen, NR; Cornish, SL; Donley, EA; Cornell, EA; Wieman, CE; ",Controlled Collapse of a Bose-Einstein Condensate,Collected Papers Of Carl Wieman,,,605-608,2008,World Scientific
"Quéméner, Goulven; Honvault, Pascal; Launay, Jean-Michel; Soldán, Pavel; Potter, Daniel E; Hutson, Jeremy M; ",Ultracold quantum dynamics: Spin-polarized K+ K 2 collisions with three identical bosons or fermions,Physical Review A,71,3,032722,2005,APS
"Pineau des Forets, G; Flower, DR; Dalgarno, A; ",Theoretical studies of interstellar molecular shocks: Pt. 8. Polycyclic aromatic hydrocarbons in dark clouds,Mon. Not. R. Astron. Soc.;(United Kingdom),235,3,,1988,
"Molony, Peter K; Gregory, Philip D; Kumar, Avinash; Le Sueur, C Ruth; Hutson, Jeremy M; Cornish, Simon L; ",Production of ultracold 87Rb133Cs in the absolute ground state: complete characterisation of the stimulated Raman adiabatic passage transfer,ChemPhysChem,17,22,3811-3817,2016,Wiley Online Library
"Harris, ML; Cornish, SL; Tripathi, A; Hughes, IG; ",Optimization of sub-Doppler DAVLL on the rubidium D2 line,"Journal of Physics B: Atomic, Molecular and Optical Physics",41,8,085401,2008,IOP Publishing
"Paredes-Barato, D; Adams, CS; ",All-optical quantum information processing using Rydberg gates,Physical review letters,112,4,040501,2014,APS
"Hutson, JM; Soldan, P; ",Interactions between polar molecules and alkali metal atoms,Abstracts of Papers: American Chemical Society Meetings,228,,,2004,
"Gardiner, Simon; ",Chaos and Quantum Chaos in Atomic Physics,,,,,,
"Dubernet, M-L; Alexander, MH; Ba, YA; Balakrishnan, N; Balança, Christian; Ceccarelli, C; Cernicharo, J; Daniel, F; Dayou, F; Doronin, M; ",BASECOL2012: A collisional database repository and web service within the Virtual Atomic and Molecular Data Centre (VAMDC),Astronomy & Astrophysics,553,,A50,2013,EDP Sciences
"Wilson, Kali E; Guttridge, Alexander; Segal, Jack; Cornish, Simon L; ",Quantum degenerate mixtures of Cs and Yb,Physical Review A,103,3,033306,2021,APS
"Purves, GT; Jundt, G; Adams, CS; Hughes, IG; ",Refractive index measurements by probe-beam deflection,"The European Physical Journal D-Atomic, Molecular, Optical and Plasma Physics",29,3,433-436,2004,Springer
"Guan, Q; Cornish, Simon L; Kotochigova, S; ",Magic conditions for multiple rotational states of bialkali molecules in optical lattices,Physical Review A,103,4,043311,2021,APS
"Roberts, JL; Burke, JP; Claussen, NR; Cornish, SL; Donley, EA; Wieman, CE; ",Publisher's copyright statement: cO 2001 by The American Physical Society. All rights reserved. Additional information,,,,,2008,
"Gardiner, Simon A; Gies, Holger; Jaeckel, Joerg; Wallace, Chris J; ",Tunnelling of the 3rd kind: A test of the effective non-locality of quantum field theory,Europhysics Letters,101,6,61001,2013,IOP Publishing
"Frye, Matthew D; Yang, BC; Hutson, Jeremy M; ",Ultracold collisions of Cs atoms in excited Zeeman and hyperfine states,Physical Review A,100,2,022702,2019,APS
"Chirila, CC; Potvliege, RM; ",Direct above-threshold ionization in intense few-cycle laser pulses: structures in the angle-integrated energy spectra,arXiv preprint arXiv:1409.1187,,,,2014,
"Flower, David R; Pineau des Forêts, G; Hartquist, Tom W; ",Theoretical studies of interstellar molecular shocks. I-General formulation and effects of the ion-molecule chemistry,"Monthly Notices of the Royal Astronomical Society (ISSN 0035-8711), vol. 216, Oct. 1, 1985, p. 775-794.",216,,775-794,1985,
"Pineau des Forêts, Guillaume; Flower, David R; Hartquist, Tom W; Dalgarno, Alexander; ",Theoretical studies of interstellar molecular shocks–III. The formation of CH+ in diffuse clouds,Monthly Notices of the Royal Astronomical Society,220,4,801-824,1986,"Oxford University Press Oxford, UK"
"Adams, CS; Jackson, B; Leadbeater, M; McCann, JF; Winiecki, T; ",Motion of objects through dilute Bose-Einstein condensates,Quantized Vortex Dynamics and Superfluid Turbulence,,,307-319,2001,Springer
"Jaron, A; Mese, Emine; Potvliege, RM; ",Floquet analysis of laser-induced continuum structures,"Journal of Physics B: Atomic, Molecular and Optical Physics",33,8,1487,2000,IOP Publishing
"Seifert, W; Adams, CS; Balykin, VI; Kaiser, R; Aspect, A; Mlynek, J; ",Reflection of atoms from enhanced evanescent waves,International Quantum Electronics Conference,,,QThF2,1994,Optica Publishing Group
"Carr, Lincoln D; Cornish, Simon L; ",A New Spin on Ultracold Molecules,Physics,10,,107,2017,APS
"Hutson, Jeremy M; Ernesti, Andreas; ","Properties of H+ 2 relevant to the He—H+ 2 intermolecular potential: asymptotically increasing multipole moments, polarizabilities and dispersion coefficients",Molecular Physics,96,3,457-462,1999,Taylor & Francis
"Hinds, EA; Barton, PA; Boshier, MG; Hughes, IG; Saba, CV; ",Dynamics of cold atoms above a curved magnetic mirror,APS April Meeting Abstracts,,,I18. 03,1997,
"Jeffery, CS; Flower, DR; ",Models for the interpretation of stellar and interstellar spectra,"The Observatory, v. 116, p. 286-288 (1996)",116,,286-288,1996,
"Pineau des Forêts, G; Flower, DR; Herbst, E; ",Thermal and chemical evolution of interstellar clouds: complex molecule formation,Monthly Notices of the Royal Astronomical Society,253,2,359-363,1991,The Royal Astronomical Society
"Joachain, CJ; Kylstra, Niels Jan; Potvliege, RM; ","Atoms in intense, ultrashort laser pulses: non-dipole and relativistic effects",Journal of modern optics,50,3-4,313-329,2003,Taylor & Francis
"Cornish, SL; Liu, Yi-Wei; Lane, IC; Baird, PEG; Barwood, GP; Taylor, P; Rowley, WRC; ","Interferometric measurements of 127 I 2 reference frequencies for 1S–2S spectroscopy in muonium, hydrogen, and deuterium",JOSA B,17,1,6-10,2000,Optica Publishing Group
"Krajewska, K; Kamiński, JZ; Potvliege, RM; ",Long-lived resonances supported by a contact interaction in crossed magnetic and electric fields,Annals of Physics,323,11,2639-2653,2008,Elsevier
"Caron, CFR; Potvliege, RM; ",propBG: A program for calculating the intensity and the far-field profile of harmonics emitted by a dilute gas irradiated by an intense Gaussian or Bessel–Gauss laser beam,Computer physics communications,126,3,269-293,2000,Elsevier
"Roberts, Clayton; Shorttle, Oliver; Mandel, Kaisey; Jones, Matthew; Ijzermans, Rutger; Hirst, Bill; Jonathan, Philip; ",Enhanced monitoring of atmospheric methane from space over the Permian basin with hierarchical Bayesian inference,Environmental Research Letters,17,6,064037,2022,IOP Publishing
"Roche, Christine F; Dickinson, Alan S; Hutson, Jeremy M; ",A failing of coupled-states calculations for inelastic and pressure-broadening cross sections: Calculations on CO 2–Ar,The Journal of chemical physics,111,13,5824-5828,1999,American Institute of Physics
"Flower, DR; ",H₂ in space,Highlights in Astronomy,12,,,2002,
"Siddons, Paul; Adams, Charles S; Hughes, Ifan G; ",Optical control of Faraday rotation in hot Rb vapor,Physical review A,81,4,043838,2010,APS
"Roueff, E; Flower, DR; ",A quantum mechanical study of the rotational excitation of HD by H,Monthly Notices of the Royal Astronomical Society,305,2,353-356,1999,The Royal Astronomical Society
"Ernesti, Andreas; Hutson, Jeremy M; ","Non-additive intermolecular forces from the spectroscopy of Van der Waals trimers: A comparison of Ar 2–HF and Ar 2–HCl, including H/D isotope effects",The Journal of chemical physics,106,15,6288-6301,1997,American Institute of Physics
